word,chi2_score,p_value,association,freq_class0,freq_class1
lethal,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
weed,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
register,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
resistant,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
laughing,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
fucked,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
campaign,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
freedom,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
ps,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
promise,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
promises,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
providence,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
profit,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
falcon,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
spirit,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
spider,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
losing,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
hd,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
lunch,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
hopefully,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
bargain,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
ill,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
hearts,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
afterlife,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
pull,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
bowl,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
age,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
active,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
warned,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
vegas,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
bake,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
kicked,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
internal,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
asap,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
tomorrow,1.076156181527645,0.29955903858624,Kein Disaster,23,12
half,1.061665486652261,0.3028356332622337,Disaster,18,19
trip,1.053739040274224,0.3046475211865525,Kein Disaster,6,2
charity,1.053739040274224,0.3046475211865525,Kein Disaster,6,2
player,1.053739040274224,0.3046475211865525,Kein Disaster,6,2
drinking,1.053739040274224,0.3046475211865525,Kein Disaster,6,2
nursing,1.053739040274224,0.3046475211865525,Kein Disaster,6,2
conference,1.053739040274224,0.3046475211865525,Kein Disaster,6,2
parenthood,1.053739040274224,0.3046475211865525,Kein Disaster,6,2
dc,1.053739040274224,0.3046475211865525,Kein Disaster,6,2
grow,1.053739040274224,0.3046475211865525,Kein Disaster,6,2
browser,1.053739040274224,0.3046475211865525,Kein Disaster,6,2
mets,1.053739040274224,0.3046475211865525,Kein Disaster,6,2
followers,1.053739040274224,0.3046475211865525,Kein Disaster,6,2
feed,1.053739040274224,0.3046475211865525,Kein Disaster,6,2
twice,1.053739040274224,0.3046475211865525,Kein Disaster,6,2
posts,1.053739040274224,0.3046475211865525,Kein Disaster,6,2
spent,1.053739040274224,0.3046475211865525,Kein Disaster,6,2
steve,1.053739040274224,0.3046475211865525,Kein Disaster,6,2
bro,1.053739040274224,0.3046475211865525,Kein Disaster,6,2
rubber,1.053739040274224,0.3046475211865525,Kein Disaster,6,2
lights,1.053739040274224,0.3046475211865525,Kein Disaster,6,2
arrived,1.053739040274224,0.3046475211865525,Kein Disaster,6,2
replace,1.053739040274224,0.3046475211865525,Kein Disaster,6,2
knew,1.053739040274224,0.3046475211865525,Kein Disaster,6,2
tips,1.053739040274224,0.3046475211865525,Kein Disaster,6,2
die,1.0223421181999277,0.3119640956447296,Kein Disaster,18,9
learn,1.005346962674114,0.3160201491846177,Kein Disaster,13,6
beach,1.005346962674114,0.3160201491846177,Kein Disaster,13,6
pain,1.005346962674114,0.3160201491846177,Kein Disaster,13,6
dog,1.005346962674114,0.3160201491846177,Kein Disaster,13,6
send,0.9637771254225078,0.3262370649157015,Kein Disaster,21,11
casualty,0.945858719705421,0.33077566950287046,Disaster,15,16
literally,0.9087485495110466,0.3404466835217353,Kein Disaster,16,8
trapped,0.9013002061361168,0.3424333172068507,Kein Disaster,27,15
silver,0.8962279140306031,0.34379516366228213,Kein Disaster,11,5
rules,0.8962279140306031,0.34379516366228213,Kein Disaster,11,5
house,0.8883850951531549,0.34591530726000763,Disaster,22,22
run,0.8857599676551344,0.3466289087841605,Kein Disaster,30,17
reactor,0.8699719010296275,0.35096308773894014,Disaster,13,14
property,0.7957808954674898,0.3723578137297563,Disaster,11,12
survived,0.7951805610395013,0.3725382201764069,Kein Disaster,25,14
ship,0.7951549808221667,0.37254591000082515,Kein Disaster,14,7
wow,0.7951549808221667,0.37254591000082515,Kein Disaster,14,7
sent,0.7891740284849553,0.3743499980328445,Kein Disaster,9,4
walking,0.7891740284849553,0.3743499980328445,Kein Disaster,9,4
financial,0.7891740284849553,0.3743499980328445,Kein Disaster,9,4
beat,0.7891740284849553,0.3743499980328445,Kein Disaster,9,4
international,0.7891740284849553,0.3743499980328445,Kein Disaster,9,4
played,0.7891740284849553,0.3743499980328445,Kein Disaster,9,4
fact,0.7891740284849553,0.3743499980328445,Kein Disaster,9,4
mod,0.7891740284849553,0.3743499980328445,Kein Disaster,9,4
double,0.7891740284849553,0.3743499980328445,Kein Disaster,9,4
comment,0.7891740284849553,0.3743499980328445,Kein Disaster,9,4
sense,0.7891740284849553,0.3743499980328445,Kein Disaster,9,4
cover,0.7891740284849553,0.3743499980328445,Kein Disaster,9,4
death,0.7755906468933116,0.37849307824650835,Disaster,39,36
worst,0.7596241463743391,0.38344617066889386,Disaster,10,11
live,0.7435507762411673,0.38852580665400294,Disaster,32,30
didn,0.7398598296163621,0.38970578338297945,Kein Disaster,17,9
happened,0.7243567428802682,0.39471852628619775,Disaster,9,10
taken,0.7243567428802682,0.39471852628619775,Disaster,9,10
24,0.7243567428802682,0.39471852628619775,Disaster,9,10
thousands,0.7243567428802682,0.39471852628619775,Disaster,9,10
quarantined,0.6903065698749322,0.40606012451475404,Kein Disaster,23,13
true,0.6902925716673052,0.40606488407740404,Disaster,8,9
camp,0.6902925716673052,0.40606488407740404,Disaster,8,9
sad,0.6902925716673052,0.40606488407740404,Disaster,8,9
use,0.6864793917092564,0.40736445778213737,Disaster,17,17
dark,0.686043952825248,0.4075132473841422,Kein Disaster,7,3
queen,0.686043952825248,0.4075132473841422,Kein Disaster,7,3
meet,0.686043952825248,0.4075132473841422,Kein Disaster,7,3
seeks,0.686043952825248,0.4075132473841422,Kein Disaster,7,3
lots,0.686043952825248,0.4075132473841422,Kein Disaster,7,3
remove,0.686043952825248,0.4075132473841422,Kein Disaster,7,3
quite,0.686043952825248,0.4075132473841422,Kein Disaster,7,3
weird,0.686043952825248,0.4075132473841422,Kein Disaster,7,3
signed,0.686043952825248,0.4075132473841422,Kein Disaster,7,3
loose,0.686043952825248,0.4075132473841422,Kein Disaster,7,3
pool,0.686043952825248,0.4075132473841422,Kein Disaster,7,3
issue,0.686043952825248,0.4075132473841422,Kein Disaster,7,3
able,0.686043952825248,0.4075132473841422,Kein Disaster,7,3
starts,0.686043952825248,0.4075132473841422,Kein Disaster,7,3
understand,0.686043952825248,0.4075132473841422,Kein Disaster,7,3
question,0.686043952825248,0.4075132473841422,Kein Disaster,7,3
extremely,0.686043952825248,0.4075132473841422,Kein Disaster,7,3
film,0.6815614121332856,0.40904957550733445,Kein Disaster,12,6
driving,0.6815614121332856,0.40904957550733445,Kein Disaster,12,6
save,0.6811613777612129,0.40918709456045776,Kein Disaster,26,15
shift,0.6579129256478934,0.41729772732988246,Disaster,7,8
river,0.6460982510204768,0.42151112046153283,Disaster,16,16
damn,0.6285409333251284,0.42789101470015,Kein Disaster,15,8
bit,0.627995277988287,0.4280916139463151,Disaster,6,7
happen,0.627995277988287,0.4280916139463151,Disaster,6,7
sunday,0.627995277988287,0.4280916139463151,Disaster,6,7
felt,0.627995277988287,0.4280916139463151,Disaster,6,7
force,0.627995277988287,0.4280916139463151,Disaster,6,7
radiation,0.6018825368847428,0.43786065310994515,Disaster,5,6
tracks,0.6018825368847428,0.43786065310994515,Disaster,5,6
calls,0.6018825368847428,0.43786065310994515,Disaster,5,6
gov,0.6018825368847428,0.43786065310994515,Disaster,5,6
hospital,0.6018825368847428,0.43786065310994515,Disaster,5,6
false,0.6018825368847428,0.43786065310994515,Disaster,5,6
updates,0.6018825368847428,0.43786065310994515,Disaster,5,6
usatoday,0.6018825368847428,0.43786065310994515,Disaster,5,6
90,0.6018825368847428,0.43786065310994515,Disaster,5,6
actually,0.6008668040907438,0.43824749204818847,Kein Disaster,18,10
person,0.6008668040907438,0.43824749204818847,Kein Disaster,18,10
10th,0.592032631583246,0.4416341873583949,Disaster,2,3
study,0.592032631583246,0.4416341873583949,Disaster,2,3
cities,0.592032631583246,0.4416341873583949,Disaster,2,3
stuck,0.592032631583246,0.4416341873583949,Disaster,2,3
fallen,0.592032631583246,0.4416341873583949,Disaster,2,3
multiple,0.592032631583246,0.4416341873583949,Disaster,2,3
motor,0.592032631583246,0.4416341873583949,Disaster,2,3
mlb,0.592032631583246,0.4416341873583949,Disaster,2,3
cybksxhf7d,0.592032631583246,0.4416341873583949,Disaster,2,3
structure,0.592032631583246,0.4416341873583949,Disaster,2,3
dry,0.592032631583246,0.4416341873583949,Disaster,2,3
reporting,0.592032631583246,0.4416341873583949,Disaster,2,3
electrical,0.592032631583246,0.4416341873583949,Disaster,2,3
rome,0.592032631583246,0.4416341873583949,Disaster,2,3
rolling,0.592032631583246,0.4416341873583949,Disaster,2,3
roll,0.592032631583246,0.4416341873583949,Disaster,2,3
museum,0.592032631583246,0.4416341873583949,Disaster,2,3
flying,0.592032631583246,0.4416341873583949,Disaster,2,3
flew,0.592032631583246,0.4416341873583949,Disaster,2,3
unsafe,0.592032631583246,0.4416341873583949,Disaster,2,3
springs,0.592032631583246,0.4416341873583949,Disaster,2,3
jacksonville,0.592032631583246,0.4416341873583949,Disaster,2,3
nema,0.592032631583246,0.4416341873583949,Disaster,2,3
faced,0.592032631583246,0.4416341873583949,Disaster,2,3
degree,0.592032631583246,0.4416341873583949,Disaster,2,3
tells,0.592032631583246,0.4416341873583949,Disaster,2,3
efforts,0.592032631583246,0.4416341873583949,Disaster,2,3
normal,0.592032631583246,0.4416341873583949,Disaster,2,3
reward,0.592032631583246,0.4416341873583949,Disaster,2,3
rape,0.592032631583246,0.4416341873583949,Disaster,2,3
rapidly,0.592032631583246,0.4416341873583949,Disaster,2,3
acts,0.592032631583246,0.4416341873583949,Disaster,2,3
memory,0.592032631583246,0.4416341873583949,Disaster,2,3
activity,0.592032631583246,0.4416341873583949,Disaster,2,3
fighters,0.592032631583246,0.4416341873583949,Disaster,2,3
memorial,0.592032631583246,0.4416341873583949,Disaster,2,3
germany,0.592032631583246,0.4416341873583949,Disaster,2,3
b4,0.592032631583246,0.4416341873583949,Disaster,2,3
viralspell,0.592032631583246,0.4416341873583949,Disaster,2,3
biological,0.592032631583246,0.4416341873583949,Disaster,2,3
afraid,0.592032631583246,0.4416341873583949,Disaster,2,3
agreed,0.592032631583246,0.4416341873583949,Disaster,2,3
grace,0.592032631583246,0.4416341873583949,Disaster,2,3
pulled,0.592032631583246,0.4416341873583949,Disaster,2,3
activated,0.592032631583246,0.4416341873583949,Disaster,2,3
images,0.592032631583246,0.4416341873583949,Disaster,2,3
include,0.592032631583246,0.4416341873583949,Disaster,2,3
housing,0.592032631583246,0.4416341873583949,Disaster,2,3
clearly,0.592032631583246,0.4416341873583949,Disaster,2,3
trial,0.592032631583246,0.4416341873583949,Disaster,2,3
blows,0.592032631583246,0.4416341873583949,Disaster,2,3
google,0.592032631583246,0.4416341873583949,Disaster,2,3
blind,0.592032631583246,0.4416341873583949,Disaster,2,3
looting,0.592032631583246,0.4416341873583949,Disaster,2,3
swimming,0.592032631583246,0.4416341873583949,Disaster,2,3
tracking,0.592032631583246,0.4416341873583949,Disaster,2,3
traditional,0.592032631583246,0.4416341873583949,Disaster,2,3
usual,0.592032631583246,0.4416341873583949,Disaster,2,3
lower,0.592032631583246,0.4416341873583949,Disaster,2,3
45,0.592032631583246,0.4416341873583949,Disaster,2,3
tornadoes,0.592032631583246,0.4416341873583949,Disaster,2,3
43,0.592032631583246,0.4416341873583949,Disaster,2,3
remain,0.592032631583246,0.4416341873583949,Disaster,2,3
leaves,0.592032631583246,0.4416341873583949,Disaster,2,3
orange,0.592032631583246,0.4416341873583949,Disaster,2,3
oops,0.592032631583246,0.4416341873583949,Disaster,2,3
pam,0.592032631583246,0.4416341873583949,Disaster,2,3
palms,0.592032631583246,0.4416341873583949,Disaster,2,3
covered,0.5918825854762599,0.4416920565657949,Kein Disaster,5,2
linkury,0.5918825854762599,0.4416920565657949,Kein Disaster,5,2
theres,0.5918825854762599,0.4416920565657949,Kein Disaster,5,2
toilet,0.5918825854762599,0.4416920565657949,Kein Disaster,5,2
veterans,0.5918825854762599,0.4416920565657949,Kein Disaster,5,2
vine,0.5918825854762599,0.4416920565657949,Kein Disaster,5,2
hungry,0.5918825854762599,0.4416920565657949,Kein Disaster,5,2
worked,0.5918825854762599,0.4416920565657949,Kein Disaster,5,2
maintenance,0.5918825854762599,0.4416920565657949,Kein Disaster,5,2
add,0.5918825854762599,0.4416920565657949,Kein Disaster,5,2
sport,0.5918825854762599,0.4416920565657949,Kein Disaster,5,2
jackson,0.5918825854762599,0.4416920565657949,Kein Disaster,5,2
audio,0.5918825854762599,0.4416920565657949,Kein Disaster,5,2
ray,0.5918825854762599,0.4416920565657949,Kein Disaster,5,2
automatic,0.5918825854762599,0.4416920565657949,Kein Disaster,5,2
sleep,0.5918825854762599,0.4416920565657949,Kein Disaster,5,2
slightly,0.5918825854762599,0.4416920565657949,Kein Disaster,5,2
size,0.5918825854762599,0.4416920565657949,Kein Disaster,5,2
interview,0.5918825854762599,0.4416920565657949,Kein Disaster,5,2
starting,0.5918825854762599,0.4416920565657949,Kein Disaster,5,2
ended,0.5918825854762599,0.4416920565657949,Kein Disaster,5,2
asking,0.5918825854762599,0.4416920565657949,Kein Disaster,5,2
fish,0.5918825854762599,0.4416920565657949,Kein Disaster,5,2
jack,0.5918825854762599,0.4416920565657949,Kein Disaster,5,2
af,0.5918825854762599,0.4416920565657949,Kein Disaster,5,2
evil,0.5918825854762599,0.4416920565657949,Kein Disaster,5,2
cheese,0.5918825854762599,0.4416920565657949,Kein Disaster,5,2
aka,0.5918825854762599,0.4416920565657949,Kein Disaster,5,2
ep,0.5918825854762599,0.4416920565657949,Kein Disaster,5,2
02,0.5918825854762599,0.4416920565657949,Kein Disaster,5,2
knows,0.5918825854762599,0.4416920565657949,Kein Disaster,5,2
meeting,0.5821113067079711,0.4454859440396385,Disaster,4,5
preparedness,0.5821113067079711,0.4454859440396385,Disaster,4,5
sir,0.5821113067079711,0.4454859440396385,Disaster,4,5
leading,0.5821113067079711,0.4454859440396385,Disaster,4,5
target,0.5821113067079711,0.4454859440396385,Disaster,4,5
began,0.5821113067079711,0.4454859440396385,Disaster,4,5
hunt,0.5821113067079711,0.4454859440396385,Disaster,4,5
hearing,0.5821113067079711,0.4454859440396385,Disaster,4,5
smh,0.5821113067079711,0.4454859440396385,Disaster,4,5
fox,0.5741171682523467,0.4486274860512879,Disaster,3,4
salem,0.5741171682523467,0.4486274860512879,Disaster,3,4
inj,0.5741171682523467,0.4486274860512879,Disaster,3,4
blk,0.5741171682523467,0.4486274860512879,Disaster,3,4
quran,0.5741171682523467,0.4486274860512879,Disaster,3,4
tube,0.5741171682523467,0.4486274860512879,Disaster,3,4
waste,0.5741171682523467,0.4486274860512879,Disaster,3,4
democracy,0.5741171682523467,0.4486274860512879,Disaster,3,4
tcot,0.5741171682523467,0.4486274860512879,Disaster,3,4
prime,0.5741171682523467,0.4486274860512879,Disaster,3,4
price,0.5741171682523467,0.4486274860512879,Disaster,3,4
bank,0.5741171682523467,0.4486274860512879,Disaster,3,4
burst,0.5741171682523467,0.4486274860512879,Disaster,3,4
july,0.5741171682523467,0.4486274860512879,Disaster,3,4
congress,0.5741171682523467,0.4486274860512879,Disaster,3,4
lion,0.5741171682523467,0.4486274860512879,Disaster,3,4
32,0.5741171682523467,0.4486274860512879,Disaster,3,4
annual,0.5741171682523467,0.4486274860512879,Disaster,3,4
stops,0.5741171682523467,0.4486274860512879,Disaster,3,4
foot,0.5741171682523467,0.4486274860512879,Disaster,3,4
fuel,0.5741171682523467,0.4486274860512879,Disaster,3,4
operation,0.5741171682523467,0.4486274860512879,Disaster,3,4
97,0.5741171682523467,0.4486274860512879,Disaster,3,4
hunters,0.5741171682523467,0.4486274860512879,Disaster,3,4
75,0.5741171682523467,0.4486274860512879,Disaster,3,4
interesting,0.5679678434444045,0.4510675731020368,Kein Disaster,10,5
ahead,0.5679678434444045,0.4510675731020368,Kein Disaster,10,5
department,0.5679678434444045,0.4510675731020368,Kein Disaster,10,5
dude,0.5679678434444045,0.4510675731020368,Kein Disaster,10,5
started,0.5679678434444045,0.4510675731020368,Kein Disaster,10,5
peace,0.5653359696429174,0.45211825315251153,Disaster,14,14
seismic,0.5653359696429174,0.45211825315251153,Disaster,14,14
trauma,0.5265493102117208,0.46806122493716473,Disaster,20,19
bombed,0.5265493102117208,0.46806122493716473,Disaster,20,19
hard,0.5179044387531876,0.471736960196822,Kein Disaster,13,7
official,0.5179044387531876,0.471736960196822,Kein Disaster,13,7
sign,0.5179044387531876,0.471736960196822,Kein Disaster,13,7
angry,0.5179044387531876,0.471736960196822,Kein Disaster,13,7
running,0.5179044387531876,0.471736960196822,Kein Disaster,13,7
reason,0.5179044387531876,0.471736960196822,Kein Disaster,13,7
services,0.4942964309291874,0.4820169991801083,Kein Disaster,28,17
set,0.4800799258079108,0.48838611574899615,Disaster,25,23
vote,0.4543742747555233,0.5002649675794644,Kein Disaster,8,4
single,0.4543742747555233,0.5002649675794644,Kein Disaster,8,4
based,0.4543742747555233,0.5002649675794644,Kein Disaster,8,4
senso,0.4543742747555233,0.5002649675794644,Kein Disaster,8,4
22,0.4543742747555233,0.5002649675794644,Kein Disaster,8,4
anymore,0.4543742747555233,0.5002649675794644,Kein Disaster,8,4
tho,0.4543742747555233,0.5002649675794644,Kein Disaster,8,4
1st,0.4543742747555233,0.5002649675794644,Kein Disaster,8,4
months,0.4543742747555233,0.5002649675794644,Kein Disaster,8,4
animal,0.4543742747555233,0.5002649675794644,Kein Disaster,8,4
forever,0.4543742747555233,0.5002649675794644,Kein Disaster,8,4
chemical,0.44877659827106764,0.502916501580207,Disaster,18,17
derail,0.44877659827106764,0.502916501580207,Disaster,18,17
australia,0.44419254757657745,0.5051058017321115,Disaster,11,11
gems,0.4083116173989903,0.5228277079543111,Kein Disaster,11,6
turned,0.4083116173989903,0.5228277079543111,Kein Disaster,11,6
sounds,0.4083116173989903,0.5228277079543111,Kein Disaster,11,6
weapons,0.4070463608723529,0.5234724756840253,Disaster,23,21
collapsed,0.3970662781213488,0.5286082555009597,Kein Disaster,23,14
whirlwind,0.3970662781213488,0.5286082555009597,Kein Disaster,23,14
green,0.3634302661990181,0.5466072979811422,Disaster,9,9
2011,0.3407807060666428,0.5593789298844936,Kein Disaster,6,3
wars,0.3407807060666428,0.5593789298844936,Kein Disaster,6,3
careful,0.3407807060666428,0.5593789298844936,Kein Disaster,6,3
supposed,0.3407807060666428,0.5593789298844936,Kein Disaster,6,3
rip,0.3407807060666428,0.5593789298844936,Kein Disaster,6,3
review,0.3407807060666428,0.5593789298844936,Kein Disaster,6,3
pressure,0.3407807060666428,0.5593789298844936,Kein Disaster,6,3
battlefield,0.3407807060666428,0.5593789298844936,Kein Disaster,6,3
wont,0.3407807060666428,0.5593789298844936,Kein Disaster,6,3
videos,0.3407807060666428,0.5593789298844936,Kein Disaster,6,3
nah,0.3407807060666428,0.5593789298844936,Kein Disaster,6,3
tribal,0.3407807060666428,0.5593789298844936,Kein Disaster,6,3
honestly,0.3407807060666428,0.5593789298844936,Kein Disaster,6,3
injuries,0.3365833698298546,0.5618080361215485,Kein Disaster,27,17
told,0.3230491255102384,0.5697809684532109,Disaster,8,8
windstorm,0.3229145897070159,0.5698613255543782,Kein Disaster,24,15
plan,0.3155948909896754,0.574267058853533,Disaster,26,23
look,0.31270963904168425,0.576022182977981,Kein Disaster,44,29
went,0.31050478601817,0.5773705935714712,Kein Disaster,21,13
women,0.3005468225908615,0.5835398150675302,Disaster,20,18
took,0.3004334020453719,0.5836108441342001,Kein Disaster,9,5
aba,0.3004334020453719,0.5836108441342001,Kein Disaster,9,5
cold,0.3004334020453719,0.5836108441342001,Kein Disaster,9,5
idea,0.3004334020453719,0.5836108441342001,Kein Disaster,9,5
glad,0.3004334020453719,0.5836108441342001,Kein Disaster,9,5
occurred,0.3004334020453719,0.5836108441342001,Kein Disaster,9,5
planned,0.3004334020453719,0.5836108441342001,Kein Disaster,9,5
delivers,0.3004334020453719,0.5836108441342001,Kein Disaster,9,5
general,0.3004334020453719,0.5836108441342001,Kein Disaster,9,5
different,0.3004334020453719,0.5836108441342001,Kein Disaster,9,5
mean,0.3004334020453719,0.5836108441342001,Kein Disaster,9,5
remember,0.300005153470552,0.583879190025667,Kein Disaster,18,11
believe,0.300005153470552,0.583879190025667,Kein Disaster,18,11
health,0.2958885694447898,0.5864714734684706,Disaster,14,13
nearby,0.2958885694447898,0.5864714734684706,Disaster,14,13
order,0.2958885694447898,0.5864714734684706,Disaster,14,13
ûªs,0.29501667692474065,0.5870235159704595,Disaster,46,39
hear,0.2926095490274295,0.588553102511035,Kein Disaster,15,9
view,0.29076852119235386,0.5897284642808508,Kein Disaster,12,7
mad,0.29076852119235386,0.5897284642808508,Kein Disaster,12,7
totally,0.29076852119235386,0.5897284642808508,Kein Disaster,12,7
lies,0.2826679848214587,0.5949578333668583,Disaster,7,7
dr,0.2826679848214587,0.5949578333668583,Disaster,7,7
act,0.2826679848214587,0.5949578333668583,Disaster,7,7
parents,0.2826679848214587,0.5949578333668583,Disaster,7,7
wall,0.2826679848214587,0.5949578333668583,Disaster,7,7
information,0.2826679848214587,0.5949578333668583,Disaster,7,7
small,0.2826679848214587,0.5949578333668583,Disaster,7,7
outside,0.2585302156311046,0.6111317190471128,Disaster,13,12
world,0.24914287780559552,0.6176792511375541,Kein Disaster,63,43
phoenix,0.24228684413267904,0.6225592924919914,Disaster,6,6
company,0.24228684413267904,0.6225592924919914,Disaster,6,6
students,0.24228684413267904,0.6225592924919914,Disaster,6,6
board,0.24228684413267904,0.6225592924919914,Disaster,6,6
san,0.24228684413267904,0.6225592924919914,Disaster,6,6
fully,0.24228684413267904,0.6225592924919914,Disaster,6,6
burn,0.24228684413267904,0.6225592924919914,Disaster,6,6
industry,0.24228684413267904,0.6225592924919914,Disaster,6,6
hope,0.2417562255109864,0.62294054377697,Kein Disaster,32,21
connector,0.22718713737776164,0.6336174131400663,Kein Disaster,4,2
sat,0.22718713737776164,0.6336174131400663,Kein Disaster,4,2
tough,0.22718713737776164,0.6336174131400663,Kein Disaster,4,2
click,0.22718713737776164,0.6336174131400663,Kein Disaster,4,2
duty,0.22718713737776164,0.6336174131400663,Kein Disaster,4,2
heroes,0.22718713737776164,0.6336174131400663,Kein Disaster,4,2
trailer,0.22718713737776164,0.6336174131400663,Kein Disaster,4,2
dollar,0.22718713737776164,0.6336174131400663,Kein Disaster,4,2
collection,0.22718713737776164,0.6336174131400663,Kein Disaster,4,2
horses,0.22718713737776164,0.6336174131400663,Kein Disaster,4,2
hotel,0.22718713737776164,0.6336174131400663,Kein Disaster,4,2
ran,0.22718713737776164,0.6336174131400663,Kein Disaster,4,2
questions,0.22718713737776164,0.6336174131400663,Kein Disaster,4,2
madinah,0.22718713737776164,0.6336174131400663,Kein Disaster,4,2
mail,0.22718713737776164,0.6336174131400663,Kein Disaster,4,2
toronto,0.22718713737776164,0.6336174131400663,Kein Disaster,4,2
snap,0.22718713737776164,0.6336174131400663,Kein Disaster,4,2
jesus,0.22718713737776164,0.6336174131400663,Kein Disaster,4,2
winter,0.22718713737776164,0.6336174131400663,Kein Disaster,4,2
rest,0.22718713737776164,0.6336174131400663,Kein Disaster,4,2
ugly,0.22718713737776164,0.6336174131400663,Kein Disaster,4,2
fix,0.22718713737776164,0.6336174131400663,Kein Disaster,4,2
prophet,0.22718713737776164,0.6336174131400663,Kein Disaster,4,2
skin,0.22718713737776164,0.6336174131400663,Kein Disaster,4,2
fruit,0.22718713737776164,0.6336174131400663,Kein Disaster,4,2
married,0.22718713737776164,0.6336174131400663,Kein Disaster,4,2
management,0.22718713737776164,0.6336174131400663,Kein Disaster,4,2
george,0.22718713737776164,0.6336174131400663,Kein Disaster,4,2
prophetmuhammad,0.22718713737776164,0.6336174131400663,Kein Disaster,4,2
fr,0.22718713737776164,0.6336174131400663,Kein Disaster,4,2
project,0.22718713737776164,0.6336174131400663,Kein Disaster,4,2
newest,0.22718713737776164,0.6336174131400663,Kein Disaster,4,2
surrounded,0.22718713737776164,0.6336174131400663,Kein Disaster,4,2
didnt,0.22718713737776164,0.6336174131400663,Kein Disaster,4,2
charging,0.22718713737776164,0.6336174131400663,Kein Disaster,4,2
evidence,0.22718713737776164,0.6336174131400663,Kein Disaster,4,2
daughter,0.22718713737776164,0.6336174131400663,Kein Disaster,4,2
crossed,0.22718713737776164,0.6336174131400663,Kein Disaster,4,2
en,0.22718713737776164,0.6336174131400663,Kein Disaster,4,2
exp,0.22718713737776164,0.6336174131400663,Kein Disaster,4,2
steel,0.22718713737776164,0.6336174131400663,Kein Disaster,4,2
effort,0.22718713737776164,0.6336174131400663,Kein Disaster,4,2
carry,0.22718713737776164,0.6336174131400663,Kein Disaster,4,2
pres,0.22718713737776164,0.6336174131400663,Kein Disaster,4,2
page,0.22718713737776164,0.6336174131400663,Kein Disaster,4,2
league,0.22718713737776164,0.6336174131400663,Kein Disaster,4,2
structures,0.22718713737776164,0.6336174131400663,Kein Disaster,4,2
planet,0.22718713737776164,0.6336174131400663,Kein Disaster,4,2
ûªm,0.22718713737776164,0.6336174131400663,Kein Disaster,4,2
doesn,0.21527639313801067,0.642662883379052,Kein Disaster,16,10
rubble,0.21527639313801067,0.642662883379052,Kein Disaster,16,10
mr,0.20190570344389885,0.6531869944280729,Disaster,5,5
fine,0.20190570344389885,0.6531869944280729,Disaster,5,5
keeps,0.20190570344389885,0.6531869944280729,Disaster,5,5
seattle,0.20190570344389885,0.6531869944280729,Disaster,5,5
route,0.20190570344389885,0.6531869944280729,Disaster,5,5
tent,0.20190570344389885,0.6531869944280729,Disaster,5,5
pathogens,0.20190570344389885,0.6531869944280729,Disaster,5,5
babies,0.20190570344389885,0.6531869944280729,Disaster,5,5
late,0.20190570344389885,0.6531869944280729,Disaster,5,5
picture,0.20190570344389885,0.6531869944280729,Disaster,5,5
release,0.20190570344389885,0.6531869944280729,Disaster,5,5
pics,0.20190570344389885,0.6531869944280729,Disaster,5,5
hijacking,0.19953874072868796,0.6550934190705155,Disaster,17,15
syrian,0.19567265214735183,0.6582366663743027,Kein Disaster,7,4
happens,0.19567265214735183,0.6582366663743027,Kein Disaster,7,4
special,0.19567265214735183,0.6582366663743027,Kein Disaster,7,4
seek,0.19567265214735183,0.6582366663743027,Kein Disaster,7,4
owner,0.19567265214735183,0.6582366663743027,Kein Disaster,7,4
